date,ingredient_name,ingredient_unit,opening_stock,used_today,closing_stock,reorder_point,lead_time_days,reorder_flag
2023-01-10,coffee,g,21758.0,2304.0,19454.0,15000,7,False
2023-01-10,milk,ml,27620.0,13680.0,13940.0,60000,3,True
2023-01-10,chocolate,g,24975.0,375.0,24600.0,8000,5,False
2023-01-10,sugar,g,22436.0,1377.0,21059.0,10000,4,False
2023-01-11,coffee,g,19454.0,2610.0,16844.0,15000,7,False
2023-01-11,milk,ml,13940.0,16020.0,-2080.0,60000,3,True
2023-01-11,chocolate,g,24600.0,450.0,24150.0,8000,5,False
2023-01-11,sugar,g,21059.0,1602.5,19456.5,10000,4,False
2023-01-12,coffee,g,16844.0,2646.0,14198.0,15000,7,True
2023-01-12,milk,ml,-2080.0,14480.0,-16560.0,60000,3,True
2023-01-12,chocolate,g,24150.0,475.0,23675.0,8000,5,False
2023-01-12,sugar,g,19456.5,1639.5,17817.0,10000,4,False
2023-01-13,coffee,g,14198.0,3456.0,10742.0,15000,7,True
2023-01-13,milk,ml,-16560.0,21500.0,-38060.0,60000,3,True
2023-01-13,chocolate,g,23675.0,625.0,23050.0,8000,5,False
2023-01-13,sugar,g,17817.0,2158.5,15658.5,10000,4,False
2023-01-14,coffee,g,10742.0,3348.0,7394.0,15000,7,True
2023-01-14,milk,ml,-38060.0,20440.0,-58500.0,60000,3,True
2023-01-14,chocolate,g,23050.0,500.0,22550.0,8000,5,False
2023-01-14,sugar,g,15658.5,2056.5,13602.0,10000,4,False
2023-01-15,coffee,g,7394.0,3582.0,3812.0,15000,7,True
2023-01-15,milk,ml,-58500.0,24340.0,-82840.0,60000,3,True
2023-01-15,chocolate,g,22550.0,800.0,21750.0,8000,5,False
2023-01-15,sugar,g,13602.0,2293.0,11309.0,10000,4,False
2023-01-16,coffee,g,3812.0,2664.0,1148.0,15000,7,True
2023-01-16,milk,ml,-82840.0,17000.0,-99840.0,60000,3,True
2023-01-16,chocolate,g,21750.0,400.0,21350.0,8000,5,False
2023-01-16,sugar,g,11309.0,1610.0,9699.0,10000,4,True
2023-01-17,coffee,g,1148.0,2790.0,-1642.0,15000,7,True
2023-01-17,milk,ml,-99840.0,14980.0,-114820.0,60000,3,True
2023-01-17,chocolate,g,21350.0,350.0,21000.0,8000,5,False
2023-01-17,sugar,g,9699.0,1686.5,8012.5,10000,4,True
2023-01-18,coffee,g,-1642.0,2736.0,-4378.0,15000,7,True
2023-01-18,milk,ml,-114820.0,18220.0,-133040.0,60000,3,True
2023-01-18,chocolate,g,21000.0,575.0,20425.0,8000,5,False
2023-01-18,sugar,g,8012.5,1723.5,6289.0,10000,4,True
2023-01-19,coffee,g,-4378.0,2430.0,-6808.0,15000,7,True
2023-01-19,milk,ml,-133040.0,15240.0,-148280.0,60000,3,True
2023-01-19,chocolate,g,20425.0,525.0,19900.0,8000,5,False
2023-01-19,sugar,g,6289.0,1565.5,4723.5,10000,4,True
2023-01-20,coffee,g,-6808.0,3402.0,-10210.0,15000,7,True
2023-01-20,milk,ml,-148280.0,21780.0,-170060.0,60000,3,True
2023-01-20,chocolate,g,19900.0,675.0,19225.0,8000,5,False
2023-01-20,sugar,g,4723.5,2150.5,2573.0,10000,4,True
2023-01-21,coffee,g,-10210.0,3078.0,-13288.0,15000,7,True
2023-01-21,milk,ml,-170060.0,20040.0,-190100.0,60000,3,True
2023-01-21,chocolate,g,19225.0,675.0,18550.0,8000,5,False
2023-01-21,sugar,g,2573.0,1963.5,609.5,10000,4,True
2023-01-22,coffee,g,-13288.0,3222.0,-16510.0,15000,7,True
2023-01-22,milk,ml,-190100.0,20380.0,-210480.0,60000,3,True
2023-01-22,chocolate,g,18550.0,500.0,18050.0,8000,5,False
2023-01-22,sugar,g,609.5,1927.5,-1318.0,10000,4,True
2023-01-23,coffee,g,-16510.0,2322.0,-18832.0,15000,7,True
2023-01-23,milk,ml,-210480.0,14480.0,-224960.0,60000,3,True
2023-01-23,chocolate,g,18050.0,475.0,17575.0,8000,5,False
2023-01-23,sugar,g,-1318.0,1486.0,-2804.0,10000,4,True
2023-01-24,coffee,g,-18832.0,2592.0,-21424.0,15000,7,True
2023-01-24,milk,ml,-224960.0,15100.0,-240060.0,60000,3,True
2023-01-24,chocolate,g,17575.0,425.0,17150.0,8000,5,False
2023-01-24,sugar,g,-2804.0,1589.5,-4393.5,10000,4,True
2023-01-25,coffee,g,-21424.0,2700.0,-24124.0,15000,7,True
2023-01-25,milk,ml,-240060.0,15880.0,-255940.0,60000,3,True
2023-01-25,chocolate,g,17150.0,350.0,16800.0,8000,5,False
2023-01-25,sugar,g,-4393.5,1611.0,-6004.5,10000,4,True
2023-01-26,coffee,g,-24124.0,2016.0,-26140.0,15000,7,True
2023-01-26,milk,ml,-255940.0,12240.0,-268180.0,60000,3,True
2023-01-26,chocolate,g,16800.0,450.0,16350.0,8000,5,False
2023-01-26,sugar,g,-6004.5,1267.5,-7272.0,10000,4,True
2023-01-27,coffee,g,-26140.0,3798.0,-29938.0,15000,7,True
2023-01-27,milk,ml,-268180.0,23180.0,-291360.0,60000,3,True
2023-01-27,chocolate,g,16350.0,625.0,15725.0,8000,5,False
2023-01-27,sugar,g,-7272.0,2342.5,-9614.5,10000,4,True
2023-01-28,coffee,g,-29938.0,2826.0,-32764.0,15000,7,True
2023-01-28,milk,ml,-291360.0,16360.0,-307720.0,60000,3,True
2023-01-28,chocolate,g,15725.0,650.0,15075.0,8000,5,False
2023-01-28,sugar,g,-9614.5,1822.5,-11437.0,10000,4,True
2023-01-29,coffee,g,-32764.0,3348.0,-36112.0,15000,7,True
2023-01-29,milk,ml,-307720.0,23040.0,-330760.0,60000,3,True
2023-01-29,chocolate,g,15075.0,600.0,14475.0,8000,5,False
2023-01-29,sugar,g,-11437.0,2114.0,-13551.0,10000,4,True
2023-01-30,coffee,g,-36112.0,2358.0,-38470.0,15000,7,True
2023-01-30,milk,ml,-330760.0,16100.0,-346860.0,60000,3,True
2023-01-30,chocolate,g,14475.0,550.0,13925.0,8000,5,False
2023-01-30,sugar,g,-13551.0,1542.0,-15093.0,10000,4,True
2023-01-31,coffee,g,-38470.0,2304.0,-40774.0,15000,7,True
2023-01-31,milk,ml,-346860.0,12300.0,-359160.0,60000,3,True
2023-01-31,chocolate,g,13925.0,300.0,13625.0,8000,5,False
2023-01-31,sugar,g,-15093.0,1394.0,-16487.0,10000,4,True
2023-02-01,coffee,g,-40774.0,2376.0,-43150.0,15000,7,True
2023-02-01,milk,ml,-359160.0,16060.0,-375220.0,60000,3,True
2023-02-01,chocolate,g,13625.0,425.0,13200.0,8000,5,False
2023-02-01,sugar,g,-16487.0,1485.5,-17972.5,10000,4,True
2023-02-02,coffee,g,-43150.0,3852.0,-47002.0,15000,7,True
2023-02-02,milk,ml,-375220.0,24300.0,-399520.0,60000,3,True
2023-02-02,chocolate,g,13200.0,750.0,12450.0,8000,5,False
2023-02-02,sugar,g,-17972.5,2427.5,-20400.0,10000,4,True
2023-02-03,coffee,g,-47002.0,3204.0,-50206.0,15000,7,True
2023-02-03,milk,ml,-399520.0,21460.0,-420980.0,60000,3,True
2023-02-03,chocolate,g,12450.0,650.0,11800.0,8000,5,False
2023-02-03,sugar,g,-20400.0,2006.5,-22406.5,10000,4,True
2023-02-04,coffee,g,-50206.0,3366.0,-53572.0,15000,7,True
2023-02-04,milk,ml,-420980.0,21100.0,-442080.0,60000,3,True
2023-02-04,chocolate,g,11800.0,650.0,11150.0,8000,5,False
2023-02-04,sugar,g,-22406.5,2116.0,-24522.5,10000,4,True
2023-02-05,coffee,g,-53572.0,3690.0,-57262.0,15000,7,True
2023-02-05,milk,ml,-442080.0,23460.0,-465540.0,60000,3,True
2023-02-05,chocolate,g,11150.0,600.0,10550.0,8000,5,False
2023-02-05,sugar,g,-24522.5,2281.0,-26803.5,10000,4,True
2023-02-06,coffee,g,-57262.0,2700.0,-59962.0,15000,7,True
2023-02-06,milk,ml,-465540.0,17160.0,-482700.0,60000,3,True
2023-02-06,chocolate,g,10550.0,525.0,10025.0,8000,5,False
2023-02-06,sugar,g,-26803.5,1666.0,-28469.5,10000,4,True
2023-02-07,coffee,g,-59962.0,2268.0,-62230.0,15000,7,True
2023-02-07,milk,ml,-482700.0,15080.0,-497780.0,60000,3,True
2023-02-07,chocolate,g,10025.0,550.0,9475.0,8000,5,False
2023-02-07,sugar,g,-28469.5,1468.5,-29938.0,10000,4,True
2023-02-08,coffee,g,-62230.0,2772.0,-65002.0,15000,7,True
2023-02-08,milk,ml,-497780.0,16640.0,-514420.0,60000,3,True
2023-02-08,chocolate,g,9475.0,550.0,8925.0,8000,5,False
2023-02-08,sugar,g,-29938.0,1747.5,-31685.5,10000,4,True
2023-02-09,coffee,g,-65002.0,2808.0,-67810.0,15000,7,True
2023-02-09,milk,ml,-514420.0,15900.0,-530320.0,60000,3,True
2023-02-09,chocolate,g,8925.0,375.0,8550.0,8000,5,False
2023-02-09,sugar,g,-31685.5,1674.0,-33359.5,10000,4,True
2023-02-10,coffee,g,-67810.0,3438.0,-71248.0,15000,7,True
2023-02-10,milk,ml,-530320.0,21400.0,-551720.0,60000,3,True
2023-02-10,chocolate,g,8550.0,650.0,7900.0,8000,5,True
2023-02-10,sugar,g,-33359.5,2169.5,-35529.0,10000,4,True
2023-02-11,coffee,g,-71248.0,3042.0,-74290.0,15000,7,True
2023-02-11,milk,ml,-551720.0,19440.0,-571160.0,60000,3,True
2023-02-11,chocolate,g,7900.0,750.0,7150.0,8000,5,True
2023-02-11,sugar,g,-35529.0,1968.5,-37497.5,10000,4,True
2023-02-12,coffee,g,-74290.0,3384.0,-77674.0,15000,7,True
2023-02-12,milk,ml,-571160.0,21740.0,-592900.0,60000,3,True
2023-02-12,chocolate,g,7150.0,700.0,6450.0,8000,5,True
2023-02-12,sugar,g,-37497.5,2155.5,-39653.0,10000,4,True
2023-02-13,coffee,g,-77674.0,2664.0,-80338.0,15000,7,True
2023-02-13,milk,ml,-592900.0,15680.0,-608580.0,60000,3,True
2023-02-13,chocolate,g,6450.0,475.0,5975.0,8000,5,True
2023-02-13,sugar,g,-39653.0,1640.5,-41293.5,10000,4,True
2023-02-14,coffee,g,-80338.0,2322.0,-82660.0,15000,7,True
2023-02-14,milk,ml,-608580.0,15380.0,-623960.0,60000,3,True
2023-02-14,chocolate,g,5975.0,475.0,5500.0,8000,5,True
2023-02-14,sugar,g,-41293.5,1481.0,-42774.5,10000,4,True
2023-02-15,coffee,g,-82660.0,2574.0,-85234.0,15000,7,True
2023-02-15,milk,ml,-623960.0,16080.0,-640040.0,60000,3,True
2023-02-15,chocolate,g,5500.0,450.0,5050.0,8000,5,True
2023-02-15,sugar,g,-42774.5,1583.0,-44357.5,10000,4,True
2023-02-16,coffee,g,-85234.0,2610.0,-87844.0,15000,7,True
2023-02-16,milk,ml,-640040.0,15580.0,-655620.0,60000,3,True
2023-02-16,chocolate,g,5050.0,425.0,4625.0,8000,5,True
2023-02-16,sugar,g,-44357.5,1581.5,-45939.0,10000,4,True
2023-02-17,coffee,g,-87844.0,3690.0,-91534.0,15000,7,True
2023-02-17,milk,ml,-655620.0,24100.0,-679720.0,60000,3,True
2023-02-17,chocolate,g,4625.0,500.0,4125.0,8000,5,True
2023-02-17,sugar,g,-45939.0,2190.5,-48129.5,10000,4,True
2023-02-18,coffee,g,-91534.0,3060.0,-94594.0,15000,7,True
2023-02-18,milk,ml,-679720.0,21460.0,-701180.0,60000,3,True
2023-02-18,chocolate,g,4125.0,800.0,3325.0,8000,5,True
2023-02-18,sugar,g,-48129.5,1971.5,-50101.0,10000,4,True
2023-02-19,coffee,g,-94594.0,3042.0,-97636.0,15000,7,True
2023-02-19,milk,ml,-701180.0,19820.0,-721000.0,60000,3,True
2023-02-19,chocolate,g,3325.0,625.0,2700.0,8000,5,True
2023-02-19,sugar,g,-50101.0,1920.0,-52021.0,10000,4,True
2023-02-20,coffee,g,-97636.0,2448.0,-100084.0,15000,7,True
2023-02-20,milk,ml,-721000.0,14860.0,-735860.0,60000,3,True
2023-02-20,chocolate,g,2700.0,500.0,2200.0,8000,5,True
2023-02-20,sugar,g,-52021.0,1513.0,-53534.0,10000,4,True
2023-02-21,coffee,g,-100084.0,2736.0,-102820.0,15000,7,True
2023-02-21,milk,ml,-735860.0,16300.0,-752160.0,60000,3,True
2023-02-21,chocolate,g,2200.0,500.0,1700.0,8000,5,True
2023-02-21,sugar,g,-53534.0,1689.5,-55223.5,10000,4,True
2023-02-22,coffee,g,-102820.0,2340.0,-105160.0,15000,7,True
2023-02-22,milk,ml,-752160.0,14300.0,-766460.0,60000,3,True
2023-02-22,chocolate,g,1700.0,475.0,1225.0,8000,5,True
2023-02-22,sugar,g,-55223.5,1463.0,-56686.5,10000,4,True
2023-02-23,coffee,g,-105160.0,2124.0,-107284.0,15000,7,True
2023-02-23,milk,ml,-766460.0,15740.0,-782200.0,60000,3,True
2023-02-23,chocolate,g,1225.0,625.0,600.0,8000,5,True
2023-02-23,sugar,g,-56686.5,1419.5,-58106.0,10000,4,True
2023-02-24,coffee,g,-107284.0,3438.0,-110722.0,15000,7,True
2023-02-24,milk,ml,-782200.0,22420.0,-804620.0,60000,3,True
2023-02-24,chocolate,g,600.0,800.0,-200.0,8000,5,True
2023-02-24,sugar,g,-58106.0,2228.5,-60334.5,10000,4,True
2023-02-25,coffee,g,-110722.0,3384.0,-114106.0,15000,7,True
2023-02-25,milk,ml,-804620.0,20640.0,-825260.0,60000,3,True
2023-02-25,chocolate,g,-200.0,375.0,-575.0,8000,5,True
2023-02-25,sugar,g,-60334.5,2035.5,-62370.0,10000,4,True
2023-02-26,coffee,g,-114106.0,3654.0,-117760.0,15000,7,True
2023-02-26,milk,ml,-825260.0,21700.0,-846960.0,60000,3,True
2023-02-26,chocolate,g,-575.0,500.0,-1075.0,8000,5,True
2023-02-26,sugar,g,-62370.0,2167.0,-64537.0,10000,4,True
2023-02-27,coffee,g,-117760.0,2520.0,-120280.0,15000,7,True
2023-02-27,milk,ml,-846960.0,15720.0,-862680.0,60000,3,True
2023-02-27,chocolate,g,-1075.0,450.0,-1525.0,8000,5,True
2023-02-27,sugar,g,-64537.0,1550.0,-66087.0,10000,4,True
2023-02-28,coffee,g,-120280.0,2538.0,-122818.0,15000,7,True
2023-02-28,milk,ml,-862680.0,15200.0,-877880.0,60000,3,True
2023-02-28,chocolate,g,-1525.0,625.0,-2150.0,8000,5,True
2023-02-28,sugar,g,-66087.0,1654.5,-67741.5,10000,4,True
2023-03-01,coffee,g,-122818.0,2286.0,-125104.0,15000,7,True
2023-03-01,milk,ml,-877880.0,12760.0,-890640.0,60000,3,True
2023-03-01,chocolate,g,-2150.0,425.0,-2575.0,8000,5,True
2023-03-01,sugar,g,-67741.5,1419.0,-69160.5,10000,4,True
2023-03-02,coffee,g,-125104.0,2754.0,-127858.0,15000,7,True
2023-03-02,milk,ml,-890640.0,16760.0,-907400.0,60000,3,True
2023-03-02,chocolate,g,-2575.0,475.0,-3050.0,8000,5,True
2023-03-02,sugar,g,-69160.5,1691.0,-70851.5,10000,4,True
2023-03-03,coffee,g,-127858.0,5346.0,-133204.0,15000,7,True
2023-03-03,milk,ml,-907400.0,30840.0,-938240.0,60000,3,True
2023-03-03,chocolate,g,-3050.0,825.0,-3875.0,8000,5,True
2023-03-03,sugar,g,-70851.5,3264.5,-74116.0,10000,4,True
2023-03-04,coffee,g,-133204.0,3600.0,-136804.0,15000,7,True
2023-03-04,milk,ml,-938240.0,22260.0,-960500.0,60000,3,True
2023-03-04,chocolate,g,-3875.0,600.0,-4475.0,8000,5,True
2023-03-04,sugar,g,-74116.0,2175.0,-76291.0,10000,4,True
2023-03-05,coffee,g,-136804.0,3402.0,-140206.0,15000,7,True
2023-03-05,milk,ml,-960500.0,22160.0,-982660.0,60000,3,True
2023-03-05,chocolate,g,-4475.0,625.0,-5100.0,8000,5,True
2023-03-05,sugar,g,-76291.0,2101.5,-78392.5,10000,4,True
2023-03-06,coffee,g,-140206.0,2520.0,-142726.0,15000,7,True
2023-03-06,milk,ml,-982660.0,15280.0,-997940.0,60000,3,True
2023-03-06,chocolate,g,-5100.0,500.0,-5600.0,8000,5,True
2023-03-06,sugar,g,-78392.5,1598.0,-79990.5,10000,4,True
2023-03-07,coffee,g,-142726.0,2934.0,-145660.0,15000,7,True
2023-03-07,milk,ml,-997940.0,15220.0,-1013160.0,60000,3,True
2023-03-07,chocolate,g,-5600.0,425.0,-6025.0,8000,5,True
2023-03-07,sugar,g,-79990.5,1800.5,-81791.0,10000,4,True
2023-03-08,coffee,g,-145660.0,2520.0,-148180.0,15000,7,True
2023-03-08,milk,ml,-1013160.0,16340.0,-1029500.0,60000,3,True
2023-03-08,chocolate,g,-6025.0,550.0,-6575.0,8000,5,True
2023-03-08,sugar,g,-81791.0,1602.5,-83393.5,10000,4,True
2023-03-09,coffee,g,-148180.0,2466.0,-150646.0,15000,7,True
2023-03-09,milk,ml,-1029500.0,16320.0,-1045820.0,60000,3,True
2023-03-09,chocolate,g,-6575.0,525.0,-7100.0,8000,5,True
2023-03-09,sugar,g,-83393.5,1597.5,-84991.0,10000,4,True
2023-03-10,coffee,g,-150646.0,3114.0,-153760.0,15000,7,True
2023-03-10,milk,ml,-1045820.0,20680.0,-1066500.0,60000,3,True
2023-03-10,chocolate,g,-7100.0,500.0,-7600.0,8000,5,True
2023-03-10,sugar,g,-84991.0,1922.0,-86913.0,10000,4,True
2023-03-11,coffee,g,-153760.0,3636.0,-157396.0,15000,7,True
2023-03-11,milk,ml,-1066500.0,20520.0,-1087020.0,60000,3,True
2023-03-11,chocolate,g,-7600.0,600.0,-8200.0,8000,5,True
2023-03-11,sugar,g,-86913.0,2270.5,-89183.5,10000,4,True
2023-03-12,coffee,g,-157396.0,3096.0,-160492.0,15000,7,True
2023-03-12,milk,ml,-1087020.0,20300.0,-1107320.0,60000,3,True
2023-03-12,chocolate,g,-8200.0,850.0,-9050.0,8000,5,True
2023-03-12,sugar,g,-89183.5,2057.5,-91241.0,10000,4,True
2023-03-13,coffee,g,-160492.0,2574.0,-163066.0,15000,7,True
2023-03-13,milk,ml,-1107320.0,14720.0,-1122040.0,60000,3,True
2023-03-13,chocolate,g,-9050.0,400.0,-9450.0,8000,5,True
2023-03-13,sugar,g,-91241.0,1532.5,-92773.5,10000,4,True
2023-03-14,coffee,g,-163066.0,2736.0,-165802.0,15000,7,True
2023-03-14,milk,ml,-1122040.0,17180.0,-1139220.0,60000,3,True
2023-03-14,chocolate,g,-9450.0,475.0,-9925.0,8000,5,True
2023-03-14,sugar,g,-92773.5,1677.0,-94450.5,10000,4,True
2023-03-15,coffee,g,-165802.0,2664.0,-168466.0,15000,7,True
2023-03-15,milk,ml,-1139220.0,17260.0,-1156480.0,60000,3,True
2023-03-15,chocolate,g,-9925.0,500.0,-10425.0,8000,5,True
2023-03-15,sugar,g,-94450.5,1671.0,-96121.5,10000,4,True
2023-03-16,coffee,g,-168466.0,2574.0,-171040.0,15000,7,True
2023-03-16,milk,ml,-1156480.0,16280.0,-1172760.0,60000,3,True
2023-03-16,chocolate,g,-10425.0,550.0,-10975.0,8000,5,True
2023-03-16,sugar,g,-96121.5,1601.0,-97722.5,10000,4,True
2023-03-17,coffee,g,-171040.0,3186.0,-174226.0,15000,7,True
2023-03-17,milk,ml,-1172760.0,20940.0,-1193700.0,60000,3,True
2023-03-17,chocolate,g,-10975.0,600.0,-11575.0,8000,5,True
2023-03-17,sugar,g,-97722.5,2024.0,-99746.5,10000,4,True
2023-03-18,coffee,g,-174226.0,3060.0,-177286.0,15000,7,True
2023-03-18,milk,ml,-1193700.0,20520.0,-1214220.0,60000,3,True
2023-03-18,chocolate,g,-11575.0,525.0,-12100.0,8000,5,True
2023-03-18,sugar,g,-99746.5,1848.5,-101595.0,10000,4,True
2023-03-19,coffee,g,-177286.0,3654.0,-180940.0,15000,7,True
2023-03-19,milk,ml,-1214220.0,20940.0,-1235160.0,60000,3,True
2023-03-19,chocolate,g,-12100.0,600.0,-12700.0,8000,5,True
2023-03-19,sugar,g,-101595.0,2260.0,-103855.0,10000,4,True
2023-03-20,coffee,g,-180940.0,2448.0,-183388.0,15000,7,True
2023-03-20,milk,ml,-1235160.0,16580.0,-1251740.0,60000,3,True
2023-03-20,chocolate,g,-12700.0,625.0,-13325.0,8000,5,True
2023-03-20,sugar,g,-103855.0,1567.5,-105422.5,10000,4,True
2023-03-21,coffee,g,-183388.0,2574.0,-185962.0,15000,7,True
2023-03-21,milk,ml,-1251740.0,17180.0,-1268920.0,60000,3,True
2023-03-21,chocolate,g,-13325.0,475.0,-13800.0,8000,5,True
2023-03-21,sugar,g,-105422.5,1608.0,-107030.5,10000,4,True
2023-03-22,coffee,g,-185962.0,2736.0,-188698.0,15000,7,True
2023-03-22,milk,ml,-1268920.0,16780.0,-1285700.0,60000,3,True
2023-03-22,chocolate,g,-13800.0,425.0,-14225.0,8000,5,True
2023-03-22,sugar,g,-107030.5,1661.0,-108691.5,10000,4,True
2023-03-23,coffee,g,-188698.0,2592.0,-191290.0,15000,7,True
2023-03-23,milk,ml,-1285700.0,16500.0,-1302200.0,60000,3,True
2023-03-23,chocolate,g,-14225.0,600.0,-14825.0,8000,5,True
2023-03-23,sugar,g,-108691.5,1666.0,-110357.5,10000,4,True
2023-03-24,coffee,g,-191290.0,3330.0,-194620.0,15000,7,True
2023-03-24,milk,ml,-1302200.0,21000.0,-1323200.0,60000,3,True
2023-03-24,chocolate,g,-14825.0,675.0,-15500.0,8000,5,True
2023-03-24,sugar,g,-110357.5,2107.0,-112464.5,10000,4,True
2023-03-25,coffee,g,-194620.0,3366.0,-197986.0,15000,7,True
2023-03-25,milk,ml,-1323200.0,20700.0,-1343900.0,60000,3,True
2023-03-25,chocolate,g,-15500.0,750.0,-16250.0,8000,5,True
2023-03-25,sugar,g,-112464.5,2154.0,-114618.5,10000,4,True
2023-03-26,coffee,g,-197986.0,3258.0,-201244.0,15000,7,True
2023-03-26,milk,ml,-1343900.0,20160.0,-1364060.0,60000,3,True
2023-03-26,chocolate,g,-16250.0,675.0,-16925.0,8000,5,True
2023-03-26,sugar,g,-114618.5,2050.5,-116669.0,10000,4,True
2023-03-27,coffee,g,-201244.0,2160.0,-203404.0,15000,7,True
2023-03-27,milk,ml,-1364060.0,12420.0,-1376480.0,60000,3,True
2023-03-27,chocolate,g,-16925.0,375.0,-17300.0,8000,5,True
2023-03-27,sugar,g,-116669.0,1368.5,-118037.5,10000,4,True
2023-03-28,coffee,g,-203404.0,2556.0,-205960.0,15000,7,True
2023-03-28,milk,ml,-1376480.0,18100.0,-1394580.0,60000,3,True
2023-03-28,chocolate,g,-17300.0,650.0,-17950.0,8000,5,True
2023-03-28,sugar,g,-118037.5,1677.5,-119715.0,10000,4,True
2023-03-29,coffee,g,-205960.0,2682.0,-208642.0,15000,7,True
2023-03-29,milk,ml,-1394580.0,15780.0,-1410360.0,60000,3,True
2023-03-29,chocolate,g,-17950.0,525.0,-18475.0,8000,5,True
2023-03-29,sugar,g,-119715.0,1656.0,-121371.0,10000,4,True
2023-03-30,coffee,g,-208642.0,2772.0,-211414.0,15000,7,True
2023-03-30,milk,ml,-1410360.0,16500.0,-1426860.0,60000,3,True
2023-03-30,chocolate,g,-18475.0,450.0,-18925.0,8000,5,True
2023-03-30,sugar,g,-121371.0,1732.0,-123103.0,10000,4,True
2023-03-31,coffee,g,-211414.0,3456.0,-214870.0,15000,7,True
2023-03-31,milk,ml,-1426860.0,21020.0,-1447880.0,60000,3,True
2023-03-31,chocolate,g,-18925.0,775.0,-19700.0,8000,5,True
2023-03-31,sugar,g,-123103.0,2240.0,-125343.0,10000,4,True
2023-04-01,coffee,g,-214870.0,3168.0,-218038.0,15000,7,True
2023-04-01,milk,ml,-1447880.0,20560.0,-1468440.0,60000,3,True
2023-04-01,chocolate,g,-19700.0,725.0,-20425.0,8000,5,True
2023-04-01,sugar,g,-125343.0,2040.5,-127383.5,10000,4,True
2023-04-02,coffee,g,-218038.0,2844.0,-220882.0,15000,7,True
2023-04-02,milk,ml,-1468440.0,19500.0,-1487940.0,60000,3,True
2023-04-02,chocolate,g,-20425.0,675.0,-21100.0,8000,5,True
2023-04-02,sugar,g,-127383.5,1858.0,-129241.5,10000,4,True
2023-04-03,coffee,g,-220882.0,3060.0,-223942.0,15000,7,True
2023-04-03,milk,ml,-1487940.0,19660.0,-1507600.0,60000,3,True
2023-04-03,chocolate,g,-21100.0,500.0,-21600.0,8000,5,True
2023-04-03,sugar,g,-129241.5,1902.5,-131144.0,10000,4,True
2023-04-04,coffee,g,-223942.0,4320.0,-228262.0,15000,7,True
2023-04-04,milk,ml,-1507600.0,24660.0,-1532260.0,60000,3,True
2023-04-04,chocolate,g,-21600.0,600.0,-22200.0,8000,5,True
2023-04-04,sugar,g,-131144.0,2607.0,-133751.0,10000,4,True
2023-04-05,coffee,g,-228262.0,2628.0,-230890.0,15000,7,True
2023-04-05,milk,ml,-1532260.0,17020.0,-1549280.0,60000,3,True
2023-04-05,chocolate,g,-22200.0,575.0,-22775.0,8000,5,True
