date,ingredient_name,ingredient_unit,opening_stock,used_today,closing_stock,reorder_point,lead_time_days,reorder_flag
2023-01-21,milk,ml,-135660.0,18820.0,-154480.0,60000,3,True
2023-01-21,chocolate,g,17975.0,650.0,17325.0,8000,5,False
2023-01-21,sugar,g,8014.5,1826.5,6188.0,10000,4,True
2023-01-22,coffee,g,-2470.0,2970.0,-5440.0,15000,7,True
2023-01-22,milk,ml,-154480.0,18240.0,-172720.0,60000,3,True
2023-01-22,chocolate,g,17325.0,375.0,16950.0,8000,5,False
2023-01-22,sugar,g,6188.0,1740.5,4447.5,10000,4,True
2023-01-23,coffee,g,-5440.0,2142.0,-7582.0,15000,7,True
2023-01-23,milk,ml,-172720.0,14040.0,-186760.0,60000,3,True
2023-01-23,chocolate,g,16950.0,450.0,16500.0,8000,5,False
2023-01-23,sugar,g,4447.5,1379.5,3068.0,10000,4,True
2023-01-24,coffee,g,-7582.0,2232.0,-9814.0,15000,7,True
2023-01-24,milk,ml,-186760.0,13420.0,-200180.0,60000,3,True
2023-01-24,chocolate,g,16500.0,500.0,16000.0,8000,5,False
2023-01-24,sugar,g,3068.0,1411.0,1657.0,10000,4,True
2023-01-25,coffee,g,-9814.0,2178.0,-11992.0,15000,7,True
2023-01-25,milk,ml,-200180.0,14980.0,-215160.0,60000,3,True
2023-01-25,chocolate,g,16000.0,575.0,15425.0,8000,5,False
2023-01-25,sugar,g,1657.0,1418.5,238.5,10000,4,True
2023-01-26,coffee,g,-11992.0,2394.0,-14386.0,15000,7,True
2023-01-26,milk,ml,-215160.0,17480.0,-232640.0,60000,3,True
2023-01-26,chocolate,g,15425.0,625.0,14800.0,8000,5,False
2023-01-26,sugar,g,238.5,1541.5,-1303.0,10000,4,True
2023-01-27,coffee,g,-14386.0,2556.0,-16942.0,15000,7,True
2023-01-27,milk,ml,-232640.0,16100.0,-248740.0,60000,3,True
2023-01-27,chocolate,g,14800.0,550.0,14250.0,8000,5,False
2023-01-27,sugar,g,-1303.0,1620.5,-2923.5,10000,4,True
2023-01-28,coffee,g,-16942.0,2736.0,-19678.0,15000,7,True
2023-01-28,milk,ml,-248740.0,18800.0,-267540.0,60000,3,True
2023-01-28,chocolate,g,14250.0,775.0,13475.0,8000,5,False
2023-01-28,sugar,g,-2923.5,1795.0,-4718.5,10000,4,True
2023-01-29,coffee,g,-19678.0,2592.0,-22270.0,15000,7,True
2023-01-29,milk,ml,-267540.0,17180.0,-284720.0,60000,3,True
2023-01-29,chocolate,g,13475.0,550.0,12925.0,8000,5,False
2023-01-29,sugar,g,-4718.5,1638.0,-6356.5,10000,4,True
2023-01-30,coffee,g,-22270.0,2448.0,-24718.0,15000,7,True
2023-01-30,milk,ml,-284720.0,16020.0,-300740.0,60000,3,True
2023-01-30,chocolate,g,12925.0,525.0,12400.0,8000,5,False
2023-01-30,sugar,g,-6356.5,1530.0,-7886.5,10000,4,True
2023-01-31,coffee,g,-24718.0,2304.0,-27022.0,15000,7,True
2023-01-31,milk,ml,-300740.0,16840.0,-317580.0,60000,3,True
2023-01-31,chocolate,g,12400.0,650.0,11750.0,8000,5,False
2023-01-31,sugar,g,-7886.5,1518.5,-9405.0,10000,4,True
2023-02-01,coffee,g,-27022.0,2106.0,-29128.0,15000,7,True
2023-02-01,milk,ml,-317580.0,15560.0,-333140.0,60000,3,True
2023-02-01,chocolate,g,11750.0,700.0,11050.0,8000,5,False
2023-02-01,sugar,g,-9405.0,1424.0,-10829.0,10000,4,True
2023-02-02,coffee,g,-29128.0,2862.0,-31990.0,15000,7,True
2023-02-02,milk,ml,-333140.0,19220.0,-352360.0,60000,3,True
2023-02-02,chocolate,g,11050.0,700.0,10350.0,8000,5,False
2023-02-02,sugar,g,-10829.0,1863.5,-12692.5,10000,4,True
2023-02-03,coffee,g,-31990.0,2808.0,-34798.0,15000,7,True
2023-02-03,milk,ml,-352360.0,20120.0,-372480.0,60000,3,True
2023-02-03,chocolate,g,10350.0,925.0,9425.0,8000,5,False
2023-02-03,sugar,g,-12692.5,1940.0,-14632.5,10000,4,True
2023-02-04,coffee,g,-34798.0,2520.0,-37318.0,15000,7,True
2023-02-04,milk,ml,-372480.0,16580.0,-389060.0,60000,3,True
2023-02-04,chocolate,g,9425.0,625.0,8800.0,8000,5,False
2023-02-04,sugar,g,-14632.5,1637.0,-16269.5,10000,4,True
2023-02-05,coffee,g,-37318.0,2664.0,-39982.0,15000,7,True
2023-02-05,milk,ml,-389060.0,18020.0,-407080.0,60000,3,True
2023-02-05,chocolate,g,8800.0,700.0,8100.0,8000,5,False
2023-02-05,sugar,g,-16269.5,1751.5,-18021.0,10000,4,True
2023-02-06,coffee,g,-39982.0,2250.0,-42232.0,15000,7,True
2023-02-06,milk,ml,-407080.0,14460.0,-421540.0,60000,3,True
2023-02-06,chocolate,g,8100.0,525.0,7575.0,8000,5,True
2023-02-06,sugar,g,-18021.0,1429.5,-19450.5,10000,4,True
2023-02-07,coffee,g,-42232.0,1998.0,-44230.0,15000,7,True
2023-02-07,milk,ml,-421540.0,14500.0,-436040.0,60000,3,True
2023-02-07,chocolate,g,7575.0,650.0,6925.0,8000,5,True
2023-02-07,sugar,g,-19450.5,1325.0,-20775.5,10000,4,True
2023-02-08,coffee,g,-44230.0,2214.0,-46444.0,15000,7,True
2023-02-08,milk,ml,-436040.0,15120.0,-451160.0,60000,3,True
2023-02-08,chocolate,g,6925.0,600.0,6325.0,8000,5,True
2023-02-08,sugar,g,-20775.5,1507.0,-22282.5,10000,4,True
2023-02-09,coffee,g,-46444.0,2160.0,-48604.0,15000,7,True
2023-02-09,milk,ml,-451160.0,14380.0,-465540.0,60000,3,True
2023-02-09,chocolate,g,6325.0,500.0,5825.0,8000,5,True
2023-02-09,sugar,g,-22282.5,1376.5,-23659.0,10000,4,True
2023-02-10,coffee,g,-48604.0,3024.0,-51628.0,15000,7,True
2023-02-10,milk,ml,-465540.0,19880.0,-485420.0,60000,3,True
2023-02-10,chocolate,g,5825.0,700.0,5125.0,8000,5,True
2023-02-10,sugar,g,-23659.0,1937.0,-25596.0,10000,4,True
2023-02-11,coffee,g,-51628.0,2790.0,-54418.0,15000,7,True
2023-02-11,milk,ml,-485420.0,20300.0,-505720.0,60000,3,True
2023-02-11,chocolate,g,5125.0,850.0,4275.0,8000,5,True
2023-02-11,sugar,g,-25596.0,1851.0,-27447.0,10000,4,True
2023-02-12,coffee,g,-54418.0,2862.0,-57280.0,15000,7,True
2023-02-12,milk,ml,-505720.0,20840.0,-526560.0,60000,3,True
2023-02-12,chocolate,g,4275.0,700.0,3575.0,8000,5,True
2023-02-12,sugar,g,-27447.0,1808.5,-29255.5,10000,4,True
2023-02-13,coffee,g,-57280.0,2412.0,-59692.0,15000,7,True
2023-02-13,milk,ml,-526560.0,16220.0,-542780.0,60000,3,True
2023-02-13,chocolate,g,3575.0,700.0,2875.0,8000,5,True
2023-02-13,sugar,g,-29255.5,1601.5,-30857.0,10000,4,True
2023-02-14,coffee,g,-59692.0,2196.0,-61888.0,15000,7,True
2023-02-14,milk,ml,-542780.0,14180.0,-556960.0,60000,3,True
2023-02-14,chocolate,g,2875.0,475.0,2400.0,8000,5,True
2023-02-14,sugar,g,-30857.0,1404.0,-32261.0,10000,4,True
2023-02-15,coffee,g,-61888.0,2178.0,-64066.0,15000,7,True
2023-02-15,milk,ml,-556960.0,14620.0,-571580.0,60000,3,True
2023-02-15,chocolate,g,2400.0,425.0,1975.0,8000,5,True
2023-02-15,sugar,g,-32261.0,1380.0,-33641.0,10000,4,True
2023-02-16,coffee,g,-64066.0,2196.0,-66262.0,15000,7,True
2023-02-16,milk,ml,-571580.0,15900.0,-587480.0,60000,3,True
2023-02-16,chocolate,g,1975.0,675.0,1300.0,8000,5,True
2023-02-16,sugar,g,-33641.0,1479.0,-35120.0,10000,4,True
2023-02-17,coffee,g,-66262.0,2898.0,-69160.0,15000,7,True
2023-02-17,milk,ml,-587480.0,19140.0,-606620.0,60000,3,True
2023-02-17,chocolate,g,1300.0,600.0,700.0,8000,5,True
2023-02-17,sugar,g,-35120.0,1827.5,-36947.5,10000,4,True
2023-02-18,coffee,g,-69160.0,2754.0,-71914.0,15000,7,True
2023-02-18,milk,ml,-606620.0,18440.0,-625060.0,60000,3,True
2023-02-18,chocolate,g,700.0,625.0,75.0,8000,5,True
2023-02-18,sugar,g,-36947.5,1755.5,-38703.0,10000,4,True
2023-02-19,coffee,g,-71914.0,2592.0,-74506.0,15000,7,True
2023-02-19,milk,ml,-625060.0,19620.0,-644680.0,60000,3,True
2023-02-19,chocolate,g,75.0,975.0,-900.0,8000,5,True
2023-02-19,sugar,g,-38703.0,1817.0,-40520.0,10000,4,True
2023-02-20,coffee,g,-74506.0,2394.0,-76900.0,15000,7,True
2023-02-20,milk,ml,-644680.0,15080.0,-659760.0,60000,3,True
2023-02-20,chocolate,g,-900.0,550.0,-1450.0,8000,5,True
2023-02-20,sugar,g,-40520.0,1535.5,-42055.5,10000,4,True
2023-02-21,coffee,g,-76900.0,2232.0,-79132.0,15000,7,True
2023-02-21,milk,ml,-659760.0,14620.0,-674380.0,60000,3,True
2023-02-21,chocolate,g,-1450.0,575.0,-2025.0,8000,5,True
2023-02-21,sugar,g,-42055.5,1452.0,-43507.5,10000,4,True
2023-02-22,coffee,g,-79132.0,2232.0,-81364.0,15000,7,True
2023-02-22,milk,ml,-674380.0,13920.0,-688300.0,60000,3,True
2023-02-22,chocolate,g,-2025.0,525.0,-2550.0,8000,5,True
2023-02-22,sugar,g,-43507.5,1422.5,-44930.0,10000,4,True
2023-02-23,coffee,g,-81364.0,2430.0,-83794.0,15000,7,True
2023-02-23,milk,ml,-688300.0,15360.0,-703660.0,60000,3,True
2023-02-23,chocolate,g,-2550.0,525.0,-3075.0,8000,5,True
2023-02-23,sugar,g,-44930.0,1567.0,-46497.0,10000,4,True
2023-02-24,coffee,g,-83794.0,2880.0,-86674.0,15000,7,True
2023-02-24,milk,ml,-703660.0,20380.0,-724040.0,60000,3,True
2023-02-24,chocolate,g,-3075.0,725.0,-3800.0,8000,5,True
2023-02-24,sugar,g,-46497.0,1836.5,-48333.5,10000,4,True
2023-02-25,coffee,g,-86674.0,2898.0,-89572.0,15000,7,True
2023-02-25,milk,ml,-724040.0,17680.0,-741720.0,60000,3,True
2023-02-25,chocolate,g,-3800.0,650.0,-4450.0,8000,5,True
2023-02-25,sugar,g,-48333.5,1834.5,-50168.0,10000,4,True
2023-02-26,coffee,g,-89572.0,3276.0,-92848.0,15000,7,True
2023-02-26,milk,ml,-741720.0,21460.0,-763180.0,60000,3,True
2023-02-26,chocolate,g,-4450.0,725.0,-5175.0,8000,5,True
2023-02-26,sugar,g,-50168.0,2068.0,-52236.0,10000,4,True
2023-02-27,coffee,g,-92848.0,2520.0,-95368.0,15000,7,True
2023-02-27,milk,ml,-763180.0,17960.0,-781140.0,60000,3,True
2023-02-27,chocolate,g,-5175.0,775.0,-5950.0,8000,5,True
2023-02-27,sugar,g,-52236.0,1704.5,-53940.5,10000,4,True
2023-02-28,coffee,g,-95368.0,2196.0,-97564.0,15000,7,True
2023-02-28,milk,ml,-781140.0,16000.0,-797140.0,60000,3,True
2023-02-28,chocolate,g,-5950.0,650.0,-6600.0,8000,5,True
2023-02-28,sugar,g,-53940.5,1465.0,-55405.5,10000,4,True
2023-03-01,coffee,g,-97564.0,2412.0,-99976.0,15000,7,True
2023-03-01,milk,ml,-797140.0,15800.0,-812940.0,60000,3,True
2023-03-01,chocolate,g,-6600.0,550.0,-7150.0,8000,5,True
2023-03-01,sugar,g,-55405.5,1532.0,-56937.5,10000,4,True
2023-03-02,coffee,g,-99976.0,2304.0,-102280.0,15000,7,True
2023-03-02,milk,ml,-812940.0,14880.0,-827820.0,60000,3,True
2023-03-02,chocolate,g,-7150.0,375.0,-7525.0,8000,5,True
2023-03-02,sugar,g,-56937.5,1438.0,-58375.5,10000,4,True
2023-03-03,coffee,g,-102280.0,3294.0,-105574.0,15000,7,True
2023-03-03,milk,ml,-827820.0,21720.0,-849540.0,60000,3,True
2023-03-03,chocolate,g,-7525.0,675.0,-8200.0,8000,5,True
2023-03-03,sugar,g,-58375.5,2106.0,-60481.5,10000,4,True
2023-03-04,coffee,g,-105574.0,2988.0,-108562.0,15000,7,True
2023-03-04,milk,ml,-849540.0,19100.0,-868640.0,60000,3,True
2023-03-04,chocolate,g,-8200.0,700.0,-8900.0,8000,5,True
2023-03-04,sugar,g,-60481.5,1905.0,-62386.5,10000,4,True
2023-03-05,coffee,g,-108562.0,2808.0,-111370.0,15000,7,True
2023-03-05,milk,ml,-868640.0,19340.0,-887980.0,60000,3,True
2023-03-05,chocolate,g,-8900.0,625.0,-9525.0,8000,5,True
2023-03-05,sugar,g,-62386.5,1766.0,-64152.5,10000,4,True
2023-03-06,coffee,g,-111370.0,2340.0,-113710.0,15000,7,True
2023-03-06,milk,ml,-887980.0,14860.0,-902840.0,60000,3,True
2023-03-06,chocolate,g,-9525.0,500.0,-10025.0,8000,5,True
2023-03-06,sugar,g,-64152.5,1468.0,-65620.5,10000,4,True
2023-03-07,coffee,g,-113710.0,2268.0,-115978.0,15000,7,True
2023-03-07,milk,ml,-902840.0,13120.0,-915960.0,60000,3,True
2023-03-07,chocolate,g,-10025.0,275.0,-10300.0,8000,5,True
2023-03-07,sugar,g,-65620.5,1382.5,-67003.0,10000,4,True
2023-03-08,coffee,g,-115978.0,2304.0,-118282.0,15000,7,True
2023-03-08,milk,ml,-915960.0,13860.0,-929820.0,60000,3,True
2023-03-08,chocolate,g,-10300.0,375.0,-10675.0,8000,5,True
2023-03-08,sugar,g,-67003.0,1427.5,-68430.5,10000,4,True
2023-03-09,coffee,g,-118282.0,2214.0,-120496.0,15000,7,True
2023-03-09,milk,ml,-929820.0,13080.0,-942900.0,60000,3,True
2023-03-09,chocolate,g,-10675.0,375.0,-11050.0,8000,5,True
2023-03-09,sugar,g,-68430.5,1359.0,-69789.5,10000,4,True
2023-03-10,coffee,g,-120496.0,2970.0,-123466.0,15000,7,True
2023-03-10,milk,ml,-942900.0,18820.0,-961720.0,60000,3,True
2023-03-10,chocolate,g,-11050.0,650.0,-11700.0,8000,5,True
2023-03-10,sugar,g,-69789.5,1906.5,-71696.0,10000,4,True
2023-03-11,coffee,g,-123466.0,3168.0,-126634.0,15000,7,True
2023-03-11,milk,ml,-961720.0,21100.0,-982820.0,60000,3,True
2023-03-11,chocolate,g,-11700.0,650.0,-12350.0,8000,5,True
2023-03-11,sugar,g,-71696.0,1979.5,-73675.5,10000,4,True
2023-03-12,coffee,g,-126634.0,3150.0,-129784.0,15000,7,True
2023-03-12,milk,ml,-982820.0,18540.0,-1001360.0,60000,3,True
2023-03-12,chocolate,g,-12350.0,525.0,-12875.0,8000,5,True
2023-03-12,sugar,g,-73675.5,1943.5,-75619.0,10000,4,True
2023-03-13,coffee,g,-129784.0,2178.0,-131962.0,15000,7,True
2023-03-13,milk,ml,-1001360.0,14720.0,-1016080.0,60000,3,True
2023-03-13,chocolate,g,-12875.0,550.0,-13425.0,8000,5,True
2023-03-13,sugar,g,-75619.0,1440.5,-77059.5,10000,4,True
2023-03-14,coffee,g,-131962.0,2448.0,-134410.0,15000,7,True
2023-03-14,milk,ml,-1016080.0,13600.0,-1029680.0,60000,3,True
2023-03-14,chocolate,g,-13425.0,350.0,-13775.0,8000,5,True
2023-03-14,sugar,g,-77059.5,1494.5,-78554.0,10000,4,True
2023-03-15,coffee,g,-134410.0,2358.0,-136768.0,15000,7,True
2023-03-15,milk,ml,-1029680.0,16140.0,-1045820.0,60000,3,True
2023-03-15,chocolate,g,-13775.0,675.0,-14450.0,8000,5,True
2023-03-15,sugar,g,-78554.0,1550.5,-80104.5,10000,4,True
2023-03-16,coffee,g,-136768.0,2556.0,-139324.0,15000,7,True
2023-03-16,milk,ml,-1045820.0,14760.0,-1060580.0,60000,3,True
2023-03-16,chocolate,g,-14450.0,375.0,-14825.0,8000,5,True
2023-03-16,sugar,g,-80104.5,1556.5,-81661.0,10000,4,True
2023-03-17,coffee,g,-139324.0,2592.0,-141916.0,15000,7,True
2023-03-17,milk,ml,-1060580.0,17700.0,-1078280.0,60000,3,True
2023-03-17,chocolate,g,-14825.0,525.0,-15350.0,8000,5,True
2023-03-17,sugar,g,-81661.0,1646.5,-83307.5,10000,4,True
2023-03-18,coffee,g,-141916.0,3042.0,-144958.0,15000,7,True
2023-03-18,milk,ml,-1078280.0,19980.0,-1098260.0,60000,3,True
2023-03-18,chocolate,g,-15350.0,825.0,-16175.0,8000,5,True
2023-03-18,sugar,g,-83307.5,1995.0,-85302.5,10000,4,True
2023-03-19,coffee,g,-144958.0,2646.0,-147604.0,15000,7,True
2023-03-19,milk,ml,-1098260.0,17580.0,-1115840.0,60000,3,True
2023-03-19,chocolate,g,-16175.0,675.0,-16850.0,8000,5,True
2023-03-19,sugar,g,-85302.5,1701.0,-87003.5,10000,4,True
2023-03-20,coffee,g,-147604.0,2340.0,-149944.0,15000,7,True
2023-03-20,milk,ml,-1115840.0,15160.0,-1131000.0,60000,3,True
2023-03-20,chocolate,g,-16850.0,575.0,-17425.0,8000,5,True
2023-03-20,sugar,g,-87003.5,1520.5,-88524.0,10000,4,True
2023-03-21,coffee,g,-149944.0,2106.0,-152050.0,15000,7,True
2023-03-21,milk,ml,-1131000.0,14980.0,-1145980.0,60000,3,True
2023-03-21,chocolate,g,-17425.0,650.0,-18075.0,8000,5,True
2023-03-21,sugar,g,-88524.0,1393.5,-89917.5,10000,4,True
2023-03-22,coffee,g,-152050.0,2340.0,-154390.0,15000,7,True
2023-03-22,milk,ml,-1145980.0,14640.0,-1160620.0,60000,3,True
2023-03-22,chocolate,g,-18075.0,600.0,-18675.0,8000,5,True
2023-03-22,sugar,g,-89917.5,1520.5,-91438.0,10000,4,True
2023-03-23,coffee,g,-154390.0,2070.0,-156460.0,15000,7,True
2023-03-23,milk,ml,-1160620.0,13960.0,-1174580.0,60000,3,True
2023-03-23,chocolate,g,-18675.0,500.0,-19175.0,8000,5,True
2023-03-23,sugar,g,-91438.0,1351.5,-92789.5,10000,4,True
2023-03-24,coffee,g,-156460.0,3006.0,-159466.0,15000,7,True
2023-03-24,milk,ml,-1174580.0,19900.0,-1194480.0,60000,3,True
2023-03-24,chocolate,g,-19175.0,650.0,-19825.0,8000,5,True
2023-03-24,sugar,g,-92789.5,1923.5,-94713.0,10000,4,True
2023-03-25,coffee,g,-159466.0,2880.0,-162346.0,15000,7,True
2023-03-25,milk,ml,-1194480.0,17020.0,-1211500.0,60000,3,True
2023-03-25,chocolate,g,-19825.0,425.0,-20250.0,8000,5,True
2023-03-25,sugar,g,-94713.0,1746.5,-96459.5,10000,4,True
2023-03-26,coffee,g,-162346.0,2880.0,-165226.0,15000,7,True
2023-03-26,milk,ml,-1211500.0,19660.0,-1231160.0,60000,3,True
2023-03-26,chocolate,g,-20250.0,725.0,-20975.0,8000,5,True
2023-03-26,sugar,g,-96459.5,1850.5,-98310.0,10000,4,True
2023-03-27,coffee,g,-165226.0,2214.0,-167440.0,15000,7,True
2023-03-27,milk,ml,-1231160.0,14720.0,-1245880.0,60000,3,True
2023-03-27,chocolate,g,-20975.0,625.0,-21600.0,8000,5,True
2023-03-27,sugar,g,-98310.0,1476.0,-99786.0,10000,4,True
2023-03-28,coffee,g,-167440.0,2178.0,-169618.0,15000,7,True
2023-03-28,milk,ml,-1245880.0,16060.0,-1261940.0,60000,3,True
2023-03-28,chocolate,g,-21600.0,650.0,-22250.0,8000,5,True
2023-03-28,sugar,g,-99786.0,1431.0,-101217.0,10000,4,True
2023-03-29,coffee,g,-169618.0,2520.0,-172138.0,15000,7,True
2023-03-29,milk,ml,-1261940.0,16720.0,-1278660.0,60000,3,True
2023-03-29,chocolate,g,-22250.0,575.0,-22825.0,8000,5,True
2023-03-29,sugar,g,-101217.0,1615.0,-102832.0,10000,4,True
2023-03-30,coffee,g,-172138.0,2412.0,-174550.0,15000,7,True
2023-03-30,milk,ml,-1278660.0,15260.0,-1293920.0,60000,3,True
2023-03-30,chocolate,g,-22825.0,475.0,-23300.0,8000,5,True
2023-03-30,sugar,g,-102832.0,1497.5,-104329.5,10000,4,True
2023-03-31,coffee,g,-174550.0,2934.0,-177484.0,15000,7,True
2023-03-31,milk,ml,-1293920.0,18180.0,-1312100.0,60000,3,True
2023-03-31,chocolate,g,-23300.0,525.0,-23825.0,8000,5,True
2023-03-31,sugar,g,-104329.5,1821.5,-106151.0,10000,4,True
2023-04-01,coffee,g,-177484.0,2988.0,-180472.0,15000,7,True
2023-04-01,milk,ml,-1312100.0,16780.0,-1328880.0,60000,3,True
2023-04-01,chocolate,g,-23825.0,350.0,-24175.0,8000,5,True
2023-04-01,sugar,g,-106151.0,1765.0,-107916.0,10000,4,True
2023-04-02,coffee,g,-180472.0,2592.0,-183064.0,15000,7,True
2023-04-02,milk,ml,-1328880.0,16280.0,-1345160.0,60000,3,True
2023-04-02,chocolate,g,-24175.0,550.0,-24725.0,8000,5,True
2023-04-02,sugar,g,-107916.0,1656.5,-109572.5,10000,4,True
2023-04-03,coffee,g,-183064.0,2520.0,-185584.0,15000,7,True
2023-04-03,milk,ml,-1345160.0,16760.0,-1361920.0,60000,3,True
2023-04-03,chocolate,g,-24725.0,475.0,-25200.0,8000,5,True
2023-04-03,sugar,g,-109572.5,1547.5,-111120.0,10000,4,True
2023-04-04,coffee,g,-185584.0,2682.0,-188266.0,15000,7,True
2023-04-04,milk,ml,-1361920.0,16420.0,-1378340.0,60000,3,True
2023-04-04,chocolate,g,-25200.0,500.0,-25700.0,8000,5,True
2023-04-04,sugar,g,-111120.0,1692.5,-112812.5,10000,4,True
2023-04-05,coffee,g,-188266.0,2358.0,-190624.0,15000,7,True
2023-04-05,milk,ml,-1378340.0,15600.0,-1393940.0,60000,3,True
2023-04-05,chocolate,g,-25700.0,525.0,-26225.0,8000,5,True
2023-04-05,sugar,g,-112812.5,1500.0,-114312.5,10000,4,True
